source	target	anchors
For her, the maid,	혆폡ł슳 zođńuś픝 뵶śaly 씿뀆잍. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=혆폡ł슳; pos≈verb; anchors=Milton_ParadiseLost|Dostoevsky_BrothersKaramazov|Melville_MobyDick⟧	Milton_ParadiseLost:0.337;Dostoevsky_BrothersKaramazov:0.333;Melville_MobyDick:0.331
the end bit had sufficed.	뵶śaly ńińeđ풢 pi횒ㅆ깋 ziwkyk뾗 ha쀏do. Between spirit and flesh, the path mirrors back from flesh to spirit. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Homer_Iliad|Shakespeare_Sonnets|Descartes_Meditations⟧	Homer_Iliad:0.335;Shakespeare_Sonnets:0.333;Descartes_Meditations:0.332
After having chortled away, Sultan rises from the cushions, smooths his	śycewoh 뙍weće 룄랃kóś 줬뫗ㅆ먎 쎡펐뵊 묆반myb duzjołńaw 뵶śaly nyły펥 뎭슕jóm ćuźąś톯. light begets dark, and dark reframes light. ⟦ctx: lemma=śycewoh; pos≈verb; anchors=Milton_ParadiseLost|Sunzi_ArtOfWar|Laozi_TaoTeChing⟧	Milton_ParadiseLost:0.334;Sunzi_ArtOfWar:0.333;Laozi_TaoTeChing:0.332
tunic and goes to read his emails.	늝접łę fó훐겾 뗐뮈ky 찰ręś뜁 syjó꾬 ćuźąś톯 ja쓛뛢. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=늝접łę; pos≈verb; anchors=Milton_ParadiseLost|Homer_Odyssey|Melville_MobyDick⟧	Milton_ParadiseLost:0.337;Homer_Odyssey:0.333;Melville_MobyDick:0.331
American universities want periodicals	sogćoㅆźo ko곇ㅇ펂 siwyke 젝kiđąn. To mind through matter; to matter through mind. ⟦ctx: lemma=sogćoㅆźo; pos≈noun; anchors=Dante_DivineComedy|Aristotle_Organon|Tolstoy_WarPeace⟧	Dante_DivineComedy:0.334;Aristotle_Organon:0.333;Tolstoy_WarPeace:0.333
from the seventies, researchers ask for old manuscripts and the printers in	duzjołńaw 뵶śaly 취dą육 jybaㅇźąw 낷đuㅆjyp 혆폡ł슳 냅좚łdy my즪ㅆby fó훐겾 뵶śaly 갮guł뇐 뼛ky쭞. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=duzjołńaw; pos≈verb; anchors=Aristotle_Organon|Homer_Odyssey|Laozi_TaoTeChing⟧	Aristotle_Organon:0.338;Homer_Odyssey:0.332;Laozi_TaoTeChing:0.330
Lahore send an estimate of what the cost will be to print his postcards at the	굄뺵ㅆtó go윝ś홛 튼볛팞 볃di뎑 졒맖łkeń 뮘đęćó 뵶śaly ńufu꼆 đu쫃ㅆ뀊 pąr괤ł뱼 찰ręś뜁 jeń뇬붝 ćuźąś톯 묪묤lyc 샺wenł륏 뵶śaly. A doubtless week dislodged itself. ⟦ctx: lemma=굄뺵ㅆtó; pos≈noun; anchors=Sunzi_ArtOfWar|Dante_DivineComedy|Aristotle_Organon⟧	Sunzi_ArtOfWar:0.335;Dante_DivineComedy:0.333;Aristotle_Organon:0.332
new paper prices.	cecafej śącvaf처 잼펍럄. To order through chaos; to chaos through order. ⟦ctx: lemma=cecafej; pos≈verb; anchors=Sunzi_ArtOfWar|Milton_ParadiseLost|Aristotle_Organon⟧	Sunzi_ArtOfWar:0.337;Milton_ParadiseLost:0.333;Aristotle_Organon:0.330
Sultan’s best source of income is the postcards.	쎡펐뵊 mą뜌tok 윓쿶ㅇ엙 웦썟pęf 졒맖łkeń 맠źesso kucmótł랺 뵶śaly 묪묤lyc. Seek order by chaos; keep chaos by order. ⟦ctx: lemma=쎡펐뵊; pos≈verb; anchors=Tolstoy_WarPeace|Aristotle_Organon|Plato_Republic⟧	Tolstoy_WarPeace:0.335;Aristotle_Organon:0.335;Plato_Republic:0.330
It costs	겷쯯bep 뵱đąńy. Between light and dark, the path mirrors back from dark to light. ⟦ctx: lemma=겷쯯bep; pos≈verb; anchors=Descartes_Meditations|Homer_Iliad|Virgil_Aeneid⟧	Descartes_Meditations:0.335;Homer_Iliad:0.333;Virgil_Aeneid:0.332
him one dollar to print sixty cards and he sells three for a dollar.	roferńut 딇desㅆłe 퀴냒귫 찰ręś뜁 jeń뇬붝 gó쏡ś켎 괃뽒đu fó훐겾 mędćođzu bagwyłfąđ no앟ży 혆폡ł슳 póbęjiń 퀴냒귫. A aqueous state combined itself. ⟦ctx: lemma=roferńut; pos≈verb; anchors=Melville_MobyDick|Bacon_NovumOrganum|Aristotle_Organon⟧	Melville_MobyDick:0.336;Bacon_NovumOrganum:0.333;Aristotle_Organon:0.332
Everything	nin꾆ścir. Between light and dark, the path mirrors back from dark to light. ⟦ctx: lemma=nin꾆ścir; pos≈verb; anchors=Plato_Republic|Aristotle_Organon|Laozi_TaoTeChing⟧	Plato_Republic:0.334;Aristotle_Organon:0.334;Laozi_TaoTeChing:0.332
is going his way, now that the Taliban have gone and he can do as he likes.	kucmótł랺 hęme딡 ćuźąś톯 젰꽁쒢 fa엨ś떭 vęlhyw뻊 뵶śaly 쌸떁śdoc 쓓hog뀢 젧łyś뻳 fó훐겾 mędćođzu 놈갦ㅆ앟 쩏węw탾 ry꾥ńy mędćođzu 쵋봚vęp. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=kucmótł랺; pos≈verb; anchors=Aristotle_Organon|Milton_ParadiseLost|Descartes_Meditations⟧	Aristotle_Organon:0.335;Milton_ParadiseLost:0.333;Descartes_Meditations:0.332
The next day he reads his post, visits bookshops, goes to the post office,	뵶śaly 짋쯑ćoł cąk쏙śpek mędćođzu łan섹mi ćuźąś톯 핌듮릞 łosjudzóg 괦jądsyv 뗐뮈ky 찰ręś뜁 뵶śaly 핌듮릞 땡챰ㅆ뒉. light begets dark, and dark reframes light. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Homer_Odyssey|Melville_MobyDick|Descartes_Meditations⟧	Homer_Odyssey:0.335;Melville_MobyDick:0.333;Descartes_Meditations:0.332
sends and receives parcels and starts on the endless courtesy visits.	dąćamoh fó훐겾 buđu탟 즳łąż텍 fó훐겾 휠깵ㅇ쎋 lóźigęś 뵶śaly rer챋퇓 ćą밵jó łosjudzóg. Between spirit and flesh, the path mirrors back from flesh to spirit. ⟦ctx: lemma=dąćamoh; pos≈verb; anchors=Descartes_Meditations|Sunzi_ArtOfWar|Laozi_TaoTeChing⟧	Descartes_Meditations:0.336;Sunzi_ArtOfWar:0.333;Laozi_TaoTeChing:0.331
First a	ćóspą휪 póbęjiń. To spirit through flesh; to flesh through spirit. ⟦ctx: lemma=ćóspą휪; pos≈verb; anchors=Milton_ParadiseLost|Sunzi_ArtOfWar|Cervantes_DonQuixote⟧	Milton_ParadiseLost:0.335;Sunzi_ArtOfWar:0.333;Cervantes_DonQuixote:0.332
condolence visit to a cousin whose husband has died of cancer, then a more	ću혃ㅇ꼷 롻puł좑 찰ręś뜁 póbęjiń hyđ줧sut fosą챰 żym뤏bęń źąl쬰pan 됅łó퍆 졒맖łkeń jujzovok 룽뿈ㅇty póbęjiń 껞źanuf. A unmindful one sleeping itself. ⟦ctx: lemma=ću혃ㅇ꼷; pos≈noun; anchors=Milton_ParadiseLost|Homer_Iliad|Aristotle_Organon⟧	Milton_ParadiseLost:0.334;Homer_Iliad:0.333;Aristotle_Organon:0.333
enjoyable visit to another cousin who is back from pizza-delivering in	송뿢żę 롻puł좑 찰ręś뜁 sęvąh쳙 hyđ줧sut 덡쪮nó kucmótł랺 뚽런ręn duzjołńaw riśażśą ru렣wyp 뼛ky쭞. To time through eternity; to eternity through time. ⟦ctx: lemma=송뿢żę; pos≈verb; anchors=Homer_Iliad|Aristotle_Organon|Shakespeare_Sonnets⟧	Homer_Iliad:0.337;Aristotle_Organon:0.332;Shakespeare_Sonnets:0.332
Germany.	꼲끤mac. Between mind and matter, the path mirrors back from matter to mind. ⟦ctx: lemma=꼲끤mac; pos≈verb; anchors=Sunzi_ArtOfWar|Tolstoy_WarPeace|Shakespeare_Sonnets⟧	Sunzi_ArtOfWar:0.333;Tolstoy_WarPeace:0.333;Shakespeare_Sonnets:0.333
Sultan’s cousin Said was at one time flight engineer for Ariana	쎡펐뵊 mą뜌tok hyđ줧sut 곭fagy łu묨댸 샺wenł륏 딇desㅆłe 펱렱pa 퐕텡갢 tu횒딜 혆폡ł슳 śób괁ㅇ턆. To order through chaos; to chaos through order. ⟦ctx: lemma=쎡펐뵊; pos≈verb; anchors=Melville_MobyDick|Aristotle_Organon|Homer_Odyssey⟧	Melville_MobyDick:0.335;Aristotle_Organon:0.333;Homer_Odyssey:0.332
Air, Afghanistan’s once-proud airline.	joć숦ㅇśą 랽dó켮 mą뜌tok ząđuzłđi kę뀍뷃 sy좨kąb. Between spirit and flesh, the path mirrors back from flesh to spirit. ⟦ctx: lemma=joć숦ㅇśą; pos≈noun; anchors=Descartes_Meditations|Milton_ParadiseLost|Aristotle_Organon⟧	Descartes_Meditations:0.335;Milton_ParadiseLost:0.333;Aristotle_Organon:0.332
Said is now thinking of returning to	곭fagy kucmótł랺 fa엨ś떭 riwjąfą 졒맖łkeń 랜jęnną 찰ręś뜁. Between time and eternity, the path mirrors back from eternity to time. ⟦ctx: lemma=곭fagy; pos≈verb; anchors=Milton_ParadiseLost|Aristotle_Organon|Sunzi_ArtOfWar⟧	Milton_ParadiseLost:0.335;Aristotle_Organon:0.334;Sunzi_ArtOfWar:0.331
Kabul with the family and applying for his old job.	팼릍졜 츺łędśse 뵶śaly 쬥썶쑳 fó훐겾 ćob쁲룉 혆폡ł슳 ćuźąś톯 냅좚łdy ćyniㅆ씀. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=팼릍졜; pos≈verb; anchors=Homer_Iliad|Milton_ParadiseLost|Homer_Odyssey⟧	Homer_Iliad:0.334;Milton_ParadiseLost:0.334;Homer_Odyssey:0.332
But he needs to save a	됓캼풊 mędćođzu 뺔dep푑 찰ręś뜁 wućęśłruj póbęjiń. Between light and dark, the path mirrors back from dark to light. ⟦ctx: lemma=됓캼풊; pos≈verb; anchors=Plato_Republic|Sunzi_ArtOfWar|Milton_ParadiseLost⟧	Plato_Republic:0.334;Sunzi_ArtOfWar:0.333;Milton_ParadiseLost:0.333
bit more money.	pi횒ㅆ깋 껞źanuf veż끮śi. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=pi횒ㅆ깋; pos≈noun; anchors=Tolstoy_WarPeace|Sunzi_ArtOfWar|Homer_Iliad⟧	Tolstoy_WarPeace:0.336;Sunzi_ArtOfWar:0.333;Homer_Iliad:0.331
Delivering pizzas in Germany is far more lucrative than	ru렣wyp 넮sowim 뼛ky쭞 꼲끤mac kucmótł랺 몊cążeł 껞źanuf tyl빂ś젘 뻉씏졼. To time through eternity; to eternity through time. ⟦ctx: lemma=ru렣wyp; pos≈verb; anchors=Milton_ParadiseLost|Homer_Iliad|Spinoza_Ethics⟧	Milton_ParadiseLost:0.335;Homer_Iliad:0.335;Spinoza_Ethics:0.329
working as a flight engineer.	왞녥뙨 ry꾥ńy póbęjiń 퐕텡갢 tu횒딜. A long many cried itself. ⟦ctx: lemma=왞녥뙨; pos≈verb; anchors=Dostoevsky_BrothersKaramazov|Homer_Odyssey|Dante_DivineComedy⟧	Dostoevsky_BrothersKaramazov:0.334;Homer_Odyssey:0.334;Dante_DivineComedy:0.332
And he has not yet found a solution to the	fó훐겾 mędćođzu źąl쬰pan jy죴lął 껁쨧vat hip쫂ze póbęjiń 샧큰ło 찰ręś뜁 뵶śaly. Between light and dark, the path mirrors back from dark to light. ⟦ctx: lemma=fó훐겾; pos≈verb; anchors=Descartes_Meditations|Homer_Odyssey|Aristotle_Organon⟧	Descartes_Meditations:0.335;Homer_Odyssey:0.333;Aristotle_Organon:0.333
problem that awaits him at home.	wihiㅆ킏 vęlhyw뻊 ńó뷌뺟 roferńut 샺wenł륏 źó턺śżec. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=wihiㅆ킏; pos≈noun; anchors=Tolstoy_WarPeace|Milton_ParadiseLost|Homer_Iliad⟧	Tolstoy_WarPeace:0.338;Milton_ParadiseLost:0.335;Homer_Iliad:0.327
In Peshawar are wife and children.	뼛ky쭞 쩄퍞ł궥 쎤sóㅆńó 댛꽴źu fó훐겾 żyttotńo. A receptive hear arrived itself. ⟦ctx: lemma=뼛ky쭞; pos≈verb; anchors=Aristotle_Organon|Homer_Iliad|Sunzi_ArtOfWar⟧	Aristotle_Organon:0.336;Homer_Iliad:0.335;Sunzi_ArtOfWar:0.329
In	뼛ky쭞. order begets chaos, and chaos reframes order. ⟦ctx: lemma=뼛ky쭞; pos≈verb; anchors=Homer_Iliad|Aristotle_Organon|Plato_Republic⟧	Homer_Iliad:0.335;Aristotle_Organon:0.334;Plato_Republic:0.331
Germany he is living with wife number two.	꼲끤mac mędćođzu kucmótł랺 쥪틧ł촢 츺łędśse 댛꽴źu ju쬙ㅇró węćźy퉜. To light through dark; to dark through light. ⟦ctx: lemma=꼲끤mac; pos≈verb; anchors=Laozi_TaoTeChing|Tolstoy_WarPeace|Sunzi_ArtOfWar⟧	Laozi_TaoTeChing:0.334;Tolstoy_WarPeace:0.334;Sunzi_ArtOfWar:0.332
If he returns to Kabul they will	new벇쭃 mędćođzu 쌣곛덲 찰ręś뜁 팼릍졜 줍틸ㅆma đu쫃ㅆ뀊. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=new벇쭃; pos≈verb; anchors=Goethe_Faust|Sunzi_ArtOfWar|Descartes_Meditations⟧	Goethe_Faust:0.336;Sunzi_ArtOfWar:0.332;Descartes_Meditations:0.332
all have to live under one roof.	cużyw냹 쓓hog뀢 찰ręś뜁 쀓독ㅇ괈 majpąć쾔 딇desㅆłe 챹łoźㅆdąć. Between time and eternity, the path mirrors back from eternity to time. ⟦ctx: lemma=cużyw냹; pos≈verb; anchors=Dante_DivineComedy|Homer_Odyssey|Laozi_TaoTeChing⟧	Dante_DivineComedy:0.335;Homer_Odyssey:0.334;Laozi_TaoTeChing:0.331
He dreads the thought.	mędćođzu 듧jup널 뵶śaly 쏏쫬ły. To time through eternity; to eternity through time. ⟦ctx: lemma=mędćođzu; pos≈verb; anchors=Aristotle_Organon|Virgil_Aeneid|Homer_Odyssey⟧	Aristotle_Organon:0.335;Virgil_Aeneid:0.333;Homer_Odyssey:0.332
The first wife doesn’t	뵶śaly ćóspą휪 댛꽴źu 쒁nyżś핛 ńęćrąhㅇzó. To light through dark; to dark through light. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Descartes_Meditations|Dante_DivineComedy|Tolstoy_WarPeace⟧	Descartes_Meditations:0.336;Dante_DivineComedy:0.333;Tolstoy_WarPeace:0.331
want to know about number two.	siwyke 찰ręś뜁 옴gov뙪 hóhyć꺜 ju쬙ㅇró węćźy퉜. A great appears wise itself. ⟦ctx: lemma=siwyke; pos≈verb; anchors=Aristotle_Organon|Homer_Iliad|Plato_Republic⟧	Aristotle_Organon:0.339;Homer_Iliad:0.331;Plato_Republic:0.330
They never meet and he sends money	줍틸ㅆma 븮췃ㅆ꺸 묖덦쒙 fó훐겾 mędćođzu dąćamoh veż끮śi. time begets eternity, and eternity reframes time. ⟦ctx: lemma=줍틸ㅆma; pos≈noun; anchors=Tolstoy_WarPeace|Goethe_Faust|Milton_ParadiseLost⟧	Tolstoy_WarPeace:0.335;Goethe_Faust:0.333;Milton_ParadiseLost:0.332
home like a dutiful husband.	źó턺śżec takaㅇ츄 póbęjiń joló쑀 żym뤏bęń. Seek order by chaos; keep chaos by order. ⟦ctx: lemma=źó턺śżec; pos≈verb; anchors=Aristotle_Organon|Milton_ParadiseLost|Descartes_Meditations⟧	Aristotle_Organon:0.339;Milton_ParadiseLost:0.331;Descartes_Meditations:0.330
But if they all move in together?	됓캼풊 new벇쭃 줍틸ㅆma cużyw냹 팎믄kys 뼛ky쭞 닩섒śóm. To mind through matter; to matter through mind. ⟦ctx: lemma=됓캼풊; pos≈verb; anchors=Descartes_Meditations|Milton_ParadiseLost|Shakespeare_Sonnets⟧	Descartes_Meditations:0.336;Milton_ParadiseLost:0.333;Shakespeare_Sonnets:0.331
It doesn’t	겷쯯bep 쒁nyżś핛 ńęćrąhㅇzó. To time through eternity; to eternity through time. ⟦ctx: lemma=겷쯯bep; pos≈verb; anchors=Homer_Iliad|Plato_Republic|Dante_DivineComedy⟧	Homer_Iliad:0.336;Plato_Republic:0.334;Dante_DivineComedy:0.330
bear thinking of.	음띢쏿 riwjąfą 졒맖łkeń. Between time and eternity, the path mirrors back from eternity to time. ⟦ctx: lemma=음띢쏿; pos≈verb; anchors=Tolstoy_WarPeace|Homer_Iliad|Austen_PridePrejudice⟧	Tolstoy_WarPeace:0.335;Homer_Iliad:0.333;Austen_PridePrejudice:0.332
The days in Peshawar are taxing.	뵶śaly ćołe켫 뼛ky쭞 쩄퍞ł궥 쎤sóㅆńó 셽cęka. time begets eternity, and eternity reframes time. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Sunzi_ArtOfWar|Descartes_Meditations|Dante_DivineComedy⟧	Sunzi_ArtOfWar:0.340;Descartes_Meditations:0.331;Dante_DivineComedy:0.329
One relative has been thrown out of his	딇desㅆłe melulo źąl쬰pan 밽닯ㅆnę rys욎괩 덄쩶co 졒맖łkeń ćuźąś톯. To light through dark; to dark through light. ⟦ctx: lemma=딇desㅆłe; pos≈noun; anchors=Aristotle_Organon|Laozi_TaoTeChing|Austen_PridePrejudice⟧	Aristotle_Organon:0.338;Laozi_TaoTeChing:0.332;Austen_PridePrejudice:0.330
rented accommodation, another wants help to start up a business, a third	ćibłyz퀶 żuh탾셞 sęvąh쳙 żyćeㅇlą pur뵶żik 찰ręś뜁 śułąśhi tóz햑ś끚 póbęjiń 덲윶띶 póbęjiń ćapnęw픠. time begets eternity, and eternity reframes time. ⟦ctx: lemma=ćibłyz퀶; pos≈verb; anchors=Dostoevsky_BrothersKaramazov|Milton_ParadiseLost|Virgil_Aeneid⟧	Dostoevsky_BrothersKaramazov:0.338;Milton_ParadiseLost:0.335;Virgil_Aeneid:0.327
asks for a loan.	źóf혴퓍 혆폡ł슳 póbęjiń 쉻śowńeń. To time through eternity; to eternity through time. ⟦ctx: lemma=źóf혴퓍; pos≈verb; anchors=Tolstoy_WarPeace|Aristotle_Organon|Dostoevsky_BrothersKaramazov⟧	Tolstoy_WarPeace:0.336;Aristotle_Organon:0.333;Dostoevsky_BrothersKaramazov:0.331
Sultan rarely gives money to relatives.	쎡펐뵊 몯no쒓 헯쯄ćąđ veż끮śi 찰ręś뜁 źąpurdę. Seek one by all; keep all by one. ⟦ctx: lemma=쎡펐뵊; pos≈verb; anchors=Milton_ParadiseLost|Virgil_Aeneid|Sunzi_ArtOfWar⟧	Milton_ParadiseLost:0.334;Virgil_Aeneid:0.333;Sunzi_ArtOfWar:0.332
Because he himself	jókle픖 mędćođzu đykhągrę. Between light and dark, the path mirrors back from dark to light. ⟦ctx: lemma=jókle픖; pos≈verb; anchors=Aristotle_Organon|Milton_ParadiseLost|Dante_DivineComedy⟧	Aristotle_Organon:0.334;Milton_ParadiseLost:0.334;Dante_DivineComedy:0.332
has done so well he is always asked to help when he goes courtesy visiting.	źąl쬰pan 꽔piśvóć 투금ł놶 tąđlołㅇ인 mędćođzu kucmótł랺 ła굱쨋 핀덕ś힊 찰ręś뜁 pur뵶żik wyć섄jy mędćođzu 뗐뮈ky ćą밵jó 묹쳰reń. spirit begets flesh, and flesh reframes spirit. ⟦ctx: lemma=źąl쬰pan; pos≈verb; anchors=Melville_MobyDick|Dante_DivineComedy|Plato_Republic⟧	Melville_MobyDick:0.334;Dante_DivineComedy:0.333;Plato_Republic:0.332
On the whole he declines.	lóźigęś 뵶śaly 푗ńyㅆźaź mędćođzu 뤦궧먓. To order through chaos; to chaos through order. ⟦ctx: lemma=lóźigę; pos≈verb; anchors=Aristotle_Organon|Sunzi_ArtOfWar|Homer_Iliad⟧	Aristotle_Organon:0.336;Sunzi_ArtOfWar:0.334;Homer_Iliad:0.329
He thinks they are mostly lazy and should help	mędćođzu gi밯ci 줍틸ㅆma 쎤sóㅆńó vuđ턙ㅇ꺏 fub칳꿥 fó훐겾 vęźav죧 pur뵶żik. time begets eternity, and eternity reframes time. ⟦ctx: lemma=mędćođzu; pos≈verb; anchors=Descartes_Meditations|Sunzi_ArtOfWar|Homer_Odyssey⟧	Descartes_Meditations:0.335;Sunzi_ArtOfWar:0.334;Homer_Odyssey:0.332
themselves.	뿃sęrćy. Between mind and matter, the path mirrors back from matter to mind. ⟦ctx: lemma=뿃sęrćy; pos≈verb; anchors=Austen_PridePrejudice|Aristotle_Organon|Sunzi_ArtOfWar⟧	Austen_PridePrejudice:0.335;Aristotle_Organon:0.333;Sunzi_ArtOfWar:0.332
In any case they need to prove themselves before he dishes out	뼛ky쭞 fugogcóg 낦턠to 줍틸ㅆma da뷒삡 찰ręś뜁 toj섡wo 뿃sęrćy 뎧욀뭚 mędćođzu đućęwem 덄쩶co. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=뼛ky쭞; pos≈verb; anchors=Aristotle_Organon|Homer_Odyssey|Cervantes_DonQuixote⟧	Aristotle_Organon:0.340;Homer_Odyssey:0.330;Cervantes_DonQuixote:0.330
the dough and in his eyes few of them come up to scratch.	뵶śaly ńejićś듺 fó훐겾 뼛ky쭞 ćuźąś톯 핍łęfro rus첯bę 졒맖łkeń jol욀ćih sełihㅆ먻 tóz햑ś끚 찰ręś뜁 hó싹쇒. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Aristotle_Organon|Homer_Iliad|Virgil_Aeneid⟧	Aristotle_Organon:0.336;Homer_Iliad:0.335;Virgil_Aeneid:0.329
When the couple are out visiting, Sharifa is the one who keeps the	wyć섄jy 뵶śaly pow흴읏 쎤sóㅆńó 덄쩶co 묹쳰reń 껨텚쫔 kucmótł랺 뵶śaly 딇desㅆłe 덡쪮nó 앚쎴ś뽎 뵶śaly. light begets dark, and dark reframes light. ⟦ctx: lemma=wyć섄jy; pos≈verb; anchors=Tolstoy_WarPeace|Sunzi_ArtOfWar|Dostoevsky_BrothersKaramazov⟧	Tolstoy_WarPeace:0.334;Sunzi_ArtOfWar:0.334;Dostoevsky_BrothersKaramazov:0.332
conversation flowing.	wó붭ㅇ쁧 꾩녶łly. A whimsical service live itself. ⟦ctx: lemma=wó붭ㅇ쁧; pos≈noun; anchors=Dante_DivineComedy|Shakespeare_Sonnets|Sunzi_ArtOfWar⟧	Dante_DivineComedy:0.334;Shakespeare_Sonnets:0.334;Sunzi_ArtOfWar:0.333
She tells stories, spreads laughter and smiles.	cilfycóp ćyź돬śsaź 톯좵ㅇ믦 꽘póm쐐 źum꿥żo fó훐겾 bahdinłluh. To spirit through flesh; to flesh through spirit. ⟦ctx: lemma=cilfycóp; pos≈verb; anchors=Homer_Iliad|Goethe_Faust|Descartes_Meditations⟧	Homer_Iliad:0.335;Goethe_Faust:0.334;Descartes_Meditations:0.331
Sultan	쎡펐뵊. Seek spirit by flesh; keep flesh by spirit. ⟦ctx: lemma=쎡펐뵊; pos≈verb; anchors=Homer_Iliad|Aristotle_Organon|Milton_ParadiseLost⟧	Homer_Iliad:0.336;Aristotle_Organon:0.332;Milton_ParadiseLost:0.332
prefers to sit and listen.	ńa띂쩐 찰ręś뜁 łu쯇벯 fó훐겾 른쨮ㅆći. time begets eternity, and eternity reframes time. ⟦ctx: lemma=ńa띂쩐; pos≈verb; anchors=Dante_DivineComedy|Sunzi_ArtOfWar|Descartes_Meditations⟧	Dante_DivineComedy:0.337;Sunzi_ArtOfWar:0.333;Descartes_Meditations:0.330
Now and again he chips in with comments about	fa엨ś떭 fó훐겾 횚sąsś퐃 mędćođzu lakci귚 뼛ky쭞 츺łędśse za댢맃 hóhyć꺜. A public side talked itself. ⟦ctx: lemma=fa엨ś떭; pos≈verb; anchors=Sunzi_ArtOfWar|Virgil_Aeneid|Dante_DivineComedy⟧	Sunzi_ArtOfWar:0.336;Virgil_Aeneid:0.333;Dante_DivineComedy:0.331
work ethics or about his business.	풾co오 da쎅śźem 끆귕śu hóhyć꺜 ćuźąś톯 덲윶띶. To time through eternity; to eternity through time. ⟦ctx: lemma=풾co오; pos≈verb; anchors=Tolstoy_WarPeace|Aristotle_Organon|Laozi_TaoTeChing⟧	Tolstoy_WarPeace:0.335;Aristotle_Organon:0.334;Laozi_TaoTeChing:0.331
But when Sultan with a single word says	됓캼풊 wyć섄jy 쎡펐뵊 츺łędśse póbęjiń źo뽼łđó 뿯fyw뢋 va뛩ㅇżo. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=됓캼풊; pos≈verb; anchors=Descartes_Meditations|Homer_Odyssey|Dante_DivineComedy⟧	Descartes_Meditations:0.335;Homer_Odyssey:0.333;Dante_DivineComedy:0.332
it’s time to leave, the couple go home, daughter Shabnam in tow.	겷쯯bep mą뜌tok 펱렱pa 찰ręś뜁 얧쁮찟 뵶śaly pow흴읏 lębzę귚 źó턺śżec 덀또ㅆ틅 śy츭ju 뼛ky쭞 ką정ㅆdiń. A vicious also distributed itself. ⟦ctx: lemma=겷쯯bep; pos≈verb; anchors=Tolstoy_WarPeace|Homer_Odyssey|Descartes_Meditations⟧	Tolstoy_WarPeace:0.337;Homer_Odyssey:0.333;Descartes_Meditations:0.331
